name,id
Premiere Picture,3870
Mythic International Entertainment,5706
Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),7416
Wales Creative IP Fund,11841
Silver Reel,12075
Perpetual Media Capital,13792
Molinare Investment,19579
VIP 4 Medienfonds,23238
ContentFilm International,25487
Paramount Pictures,4
Dino de Laurentiis Cinematografica,1216
Mosfilm,5120
Emperor Motion Pictures,2726
Heart & Soul Production,45424
Beijing Silver Moon Productions,45425
Aldamisa Entertainment,11006
MVP Films,37580
Invest Capital Film Group,37831
Live Screen Pictures,37832
Lorimar Film Entertainment,1176
Warner Bros.,6194
NFH Productions,18737
American Zoetrope,70
France 2 Cinéma,83
VideoFilmes,346
Vanguard Films,614
Canal+,5358
SPAD Films,8372
MK2 Productions,9209
Film4,9349
Ciné+,10611
France Télévisions,11795
Nomadic Pictures,12467
Kramer & Sigman Films,21914
Jerry Leider Company,79077
Paramount Pictures,4
Columbia Pictures,5
Revolution Studios,497
Rogue Marble,696
Metro-Goldwyn-Mayer (MGM),8411
Miramax Films,14
Konrad Pictures,85
Maven Entertainment,1601
Dimension Films,7405
Handsomecharlie Films,8873
Unanimous Pictures,13242
Straight Up Films,13403
1821 Pictures,14358
Scott Pictures,14359
Will Packer Productions,49968
Franchise Pictures,1403
Warner Bros.,6194
Morgan Creek Productions,10210
Nine Yards Productions,51772
Rational Packaging Company,53013
Lansdown Films,53014
Paramount Pictures,4
IndieProd Company Productions,959
DreamWorks SKG,27
The Montecito Picture Company,2364
TriStar Pictures,559
Columbia Pictures,5
Mandalay Entertainment,1236
Summer Knowledge LLC,1464
Metro-Goldwyn-Mayer (MGM),8411
JLT Productions,65402
Blue Askew,2599
View Askew Productions,16934
Gramercy Pictures,37
USA Films,987
Intermedia,8856
BBC Films,288
Smoke House,1782
Ruby Films,2054
Touchstone Pictures,9195
Columbia Pictures Corporation,441
3 Arts Entertainment,787
Global Entertainment Productions GmbH & Company Medien KG,9269
Red Wagon Entertainment,14440
DreamWorks SKG,27
Columbia Pictures,5
"Jim Henson Company, The",6254
Universal Pictures,33
Motown Productions,2730
Bel Air Entertainment,788
Warner Bros.,6194
Touchstone Pictures,9195
The Weinstein Company,308
The Weinstein Company,308
Atmosphere Entertainment MM,2995
Chako Film Company,7332
Dimension Films,7405
Intellectual Properties Worldwide,18524
Aja / Levasseur Productions,22596
Lionsgate,1632
Walt Disney Pictures,2
Miramax Films,14
Allied Filmmakers,1755
Richard Williams Productions,6045
Castle Rock Entertainment,97
TriStar Pictures,559
State Street Pictures,3356
CBS Films,5490
Studio Ghibli,10342
Buena Vista Home Entertainment,11200
Mitsubishi,11847
d-rights,12518
Tohokushinsha Film Corporation,74952
Columbia Pictures,5
Relativity Media,7295
Pariah,11733
Touchstone Pictures,9195
Lucasfilm,1
Twentieth Century Fox Film Corporation,306
Columbia Pictures,5
Don Simpson/Jerry Bruckheimer Films,10288
Paramount Pictures,4
New Line Cinema,12
Zide-Perry Productions,3169
Hard Eight Pictures,48772
Appian Way,562
Crystal City Entertainment,9018
Cross Creek Pictures,10246
Exclusive Media Group,11448
Smokehouse Pictures,22695
Interscope Communications,10201
Fox 2000 Pictures,711
Lynda Obst Productions,13769
Warner Bros.,6194
Annapurna Pictures,13184
Regency Enterprises,508
Epsilon Motion Pictures,1171
LivePlanet,7161
New Regency Pictures,10104
Bad Robot,11461
Matador Pictures,707
Arcadia Motion Pictures,7543
uFilm,8676
"Afrodita Audiovisual, A.I.E.",10069
Le Tax Shelter du Gouvernement Fédéral de Belgique,11921
Telefónica Producciones,16742
Umedia,19037
Entertainment Motion Pictures,20386
Cinema One,49252
Nix Films,53195
International Pictures Two,66897
Cronos Entertainment AIE,66899
Twentieth Century Fox Film Corporation,306
Fox 2000 Pictures,711
Touchstone Pictures,9195
Irish Film Board,5267
Relativity Media,7295
Universal Pictures,33
Miramax Films,14
Scott Rudin Productions,258
Tribeca Productions,11391
Cube Vision,2780
Columbia Pictures Corporation,441
Metro-Goldwyn-Mayer (MGM),8411
Krisjair,22058
Laredo,22059
Summit Entertainment,491
Blackfriars Bridge Films,2087
NALA Films,2088
Samuels Media,2089
Warner Independent Pictures (WIP),11509
France 2 Cinéma,83
Haut et Court,726
SCOPE Invest,2250
Ciné@,2564
Canal+,5358
Warner Bros.,6194
CinéCinéma,6301
Scope Pictures,11199
Soficapital,11247
France 2 (FR2),11359
Le Tax Shelter du Gouvernement Fédéral de Belgique,11921
Cofinova 5,12053
Films Distribution,20881
Banque Populaire Images 9,30301
Minds Eye Entertainment,8583
Panacea Entertainment,13680
Moving Pictures Media,21012
Pathé Renn Productions,866
UK Film Council,2452
Aramid Entertainment Fund,3272
Canal+,5358
Bill Kenwright Films,7058
Pathe,7396
Deutsche Filmförderfonds (DFFF),11238
Région Ile-de-France,11246
France 3 Cinema,16804
Centre National de la Cinématographie (CNC),18367
National Lottery through UK Film Council,20456
Filmstiftung Nordrhein-Westfalen,27897
Cine Productions,30298
MMC Studios,30299
Tiggy Films,30300
Banque Populaire Images 9,30301
Cheri Productions,30302
Erste MMC-Production,30303
Alliance Films,2514
Focus Features,10146
China Film Group Corporation,2270
The Weinstein Company,308
Di Bonaventura Pictures,435
Dimension Films,7405
Brooksfilms Ltd.,617
Metro-Goldwyn-Mayer (MGM),8411
Hopscotch Features,21079
Fear of God Films,40309
Paramount Pictures,4
Twentieth Century Fox Film Corporation,306
Walt Disney Pictures,2
Hollywood Pictures,915
Walt Disney Pictures,2
Gran Via Productions,2605
98 MPH Productions,2939
Walt Disney Pictures,2
Mayhem Pictures,22881
Monkey Dance Productions,80510
Amblin Entertainment,56
Malpaso Productions,171
Warner Bros.,6194
Revolution Studios,497
Happy Madison Productions,2608
Columbia Pictures,5
Goldcrest Films International,500
Indo-British,501
International Film Investors,502
National Film Development Corporation of India,503
Carolina Bank,504
Amblin Entertainment,56
Harpo Films,3298
Participant Media,6735
Imagenation Abu Dhabi FZ,6736
Reliance Entertainment,7294
Touchstone Pictures,9195
DreamWorks Studios,31893
Columbia Pictures,5
New Line Cinema,12
Hearst Entertainment Productions,7483
LightWorkers Media,23920
Lakeshore Entertainment,126
Laurinfilm,7733
Subterranean Productions LLC,7734
Subterranean Productions UK Ltd.,7735
Underworld Produktions GmbH,7736
Miramax Films,14
Di Bonaventura Pictures,435
Patalex V Productions Limited,23635
Section Eight,129
Groundswell Productions,4205
Warner Bros.,6194
Participant Media,6735
Jaffe / Braunstein Enterprise,6822
Shadowlands Productions,5553
Savoy Pictures,11308
Columbia Pictures Corporation,441
Out of the Blue... Entertainment,879
Happy Madison Productions,2608
DreamWorks SKG,27
Touchstone Pictures,9195
StudioCanal,694
Film4,9349
Anton Capital Entertainment (ACE),20664
The Ink Factory,28275
Potboiler Productions,36615
Amazon Prime Instant Video,58773
Village Roadshow Pictures,79
NPV Entertainment,172
Columbia Pictures Corporation,441
Fox 2000 Pictures,711
40 Acres & A Mule Filmworks,4319
Touchstone Pictures,9195
Dimension Films,7405
View Askew Productions,16934
Miramax,53009
Original Film,333
Universal Pictures,33
Mike Zoss Productions,2092
Working Title Films,10163
Universal Pictures,33
Marc Platt Productions,2527
Metro-Goldwyn-Mayer (MGM),8411
Riverdale Productions,24851
Millennium Films,10254
Open Road Films,10427
New Line Cinema,12
Fox Searchlight Pictures,43
Scott Rudin Productions,258
Qwerty Films,892
N1 European Film Produktions GmbH & Co. KG,8874
Kanzeon,23488
Huckabee's,23489
Orion Pictures,41
Infinity Omnimedia,5044
TBN Films,5045
Paramount Pictures,4
Geoffrey Productions,15152
Universal Pictures,33
Joseph M. Singer Entertainment,1301
Davis Entertainment,1302
EuropaCorp,6896
First Choice Films,2267
Isle of Man Film,2268
CoBo Fund,234
Studio Babelsberg,264
Motel Films,865
Motion Investment Group,1991
Egoli Tossell Film AG,2254
Filmförderungsanstalt (FFA),4247
Nederlands Fonds voor de Film,4508
Medienboard Berlin-Brandenburg,7307
uFilm,8676
Le Tax Shelter du Gouvernement Fédéral de Belgique,11921
Fu Works,12046
Hector BV,16618
Media Programme of the European Community,21972
Euroimages Fund of the Council of Europe,23192
VIP 4 Medienfonds,23238
ContentFilm International,25487
Clockwork Pictures,25488
Senator Film Produktion,191
Media Pro Pictures,3244
TF1 Films Production,3823
Nord-Ouest Productions,4176
The Bureau,10441
Artémis Productions,11773
Les Productions de la Guéville,17873
Primate Pictures,10424
Kim and Jim Productions,10425
Panay Films,10426
Exclusive Media Group,11448
Millennium Films,10254
verture Films,52046
StudioCanal,694
Scott Free Productions,1645
Millennium Films,10254
Film i Väst,17513
Filmgate Films,18230
Clarius Entertainment,36991
Paramount Pictures,4
Universal Pictures,33
Film Properties International N.V.,10956
Stone Productions,6572
Mimran Schur Pictures,6573
Appian Way,562
Scott Free Productions,1645
Relativity Media,7295
Energy Entertainment,18617
Red Granite Pictures,19177
Castle Rock Entertainment,97
Mirage Enterprises,932
Section Eight Productions,14315
Warner Bros.,6194
Storyline Entertainment,8797
Peters Entertainment,16774
Lakeshore Entertainment,126
Screen Gems,3287
Arlington Road Productions Corporation,22512
Gorai / Samuelson Productions,22513
Samuelson Productions,22514
100 Bares,5517
Ministerio de Cultura,11408
Instituto de Crédito Oficial (ICO),11427
Televisión Federal (Telefe),21915
369 Productions,22128
Catmandu Branded Entertainment,22130
JEMPSA,22133
Plural - Jempsa,22134
Prana Animation Studios,22135
Gravier Productions,1824
Medusa Film,6246
Mediapro,12010
Perdido Productions,12966
Malpaso Productions,171
Paramount Pictures,4
Scott Rudin Productions,258
Comedy Central,1538
Warner Bros.,6194
Comedy Central Films,7480
Comedy Partners,45852
Sidney Kimmel Entertainment,737
Parabolic Pictures,1012
Stable Way Entertainment,1013
Target Media Entertainment,1014
VIP 2 Medienfonds,3801
VIP 1 Medienfonds,10760
New Line Cinema,12
Golden Harvest Pictures,969
Clearwater Holdings Limited,53677
Paramount Pictures,4
GHS Productions KG,3858
Munich Film Partners & Company (MFP) GHS Productions,3859
Nides/McCormick Productions,3860
The Weinstein Company,308
Double Feature Films,215
Jersey Films,216
Kernos Filmproduktionsgesellschaft & Company,20396
Lions Gate Films,35
TF1 Films Productions,356
Current Entertainment,972
Canal+,5358
EuropaCorp,6896
Summit Entertainment,491
Mandalay Pictures,551
Baumgarten Management and Productions (BMP),23423
United Artists,60
Red Bank Films,2229
Neal Street Productions,1522
Focus Features,10146
Big Beach Films,12808
Touchstone Pictures,9195
Punch Productions,2154
Touchstone Pictures,9195
Hyde Park Entertainment,13816
Reveal Entertainment,41251
Gran Via,41252
StudioCanal,694
Kinowelt Filmproduktion,2051
Canal+,5358
CinéCinéma,6301
Working Title Films,10163
Karla Films,23697
Metro-Goldwyn-Mayer (MGM),8411
Absolute Entertainment (II),67883
Cockamamie,67884
Heckerling-Caplan,67885
Summit Entertainment,491
Participant Media,6735
Imagenation Abu Dhabi FZ,6736
Anonymous Content,10039
Universal Pictures,33
RKO,5902
Alliance Atlantis Communications,803
Natural Nylon Entertainment,804
Serendipity Point Films,805
Téléfilm Canada,806
The Harold Greenberg Fund,807
The Movie Network,808
Union Générale Cinématographique,809
Canadian Television Fund,20170
Lucasfilm,1
Paramount Pictures,4
Twentieth Century Fox Film Corporation,306
Hughes Entertainment,477
Columbia Pictures Corporation,441
EMI Films,8263
Julia Phillips and Michael Phillips Productions,11458
Dimension Films,7405
Paramount Pictures,4
Eddie Murphy Productions,30
Don Simpson/Jerry Bruckheimer Films,10288
Hyde Park Films,1172
Touchstone Pictures,9195
Orion Pictures,41
Strong Heart/Demme Production,55072
Paramount Pictures,4
MTV Films,746
Universal Pictures,33
Walt Disney Pictures,2
New Line Cinema,12
The Safran Company,11565
Evergreen Media Group,31375
Columbia Pictures,5
Revolution Studios,497
Cube Vision,2780
New Line Cinema,12
Gary Sanchez Productions,4740
Paramount Pictures,4
Scott Rudin Productions,258
Nickelodeon Movies,2348
NEW Century,8647
MFP Munich Film Partners GmbH & Company I. Produktions KG,21409
Sor Productions,88628
New Line Cinema,12
Threshold Entertainment,4174
Columbia Pictures,5
Revolution Studios,497
Wayans Bros. Entertainment,1608
Gone North Productions,67253
Fox Searchlight Pictures,43
Dune Entertainment,444
Ad Hominem Enterprises,2361
Walt Disney Pictures,2
Chicago Pacific Entertainment,2377
Walden Media,10221
Phoenix Pictures,11317
Touchstone Pictures,9195
Plan B Entertainment,81
Regency Enterprises,508
River Road Entertainment,1246
Film4,9349
New Regency Pictures,10104
Fox 2000 Pictures,711
Lions Gate Films,35
The Tyler Perry Company,6567
Twentieth Century Fox Film Corporation,306
New Line Cinema,12
Sunswept Entertainment,5219
Metro-Goldwyn-Mayer (MGM),8411
"Tyler Perry Company, The",3096
Twentieth Century Fox Film Corporation,306
D'Antoni Productions,646
Schine-Moore Productions,73950
STX Entertainment,47729
Huayi Brothers Pictures,78996
BillBlock Media,90185
Regency Enterprises,508
Epsilon Motion Pictures,1171
New Regency Pictures,10104
Walt Disney Pictures,2
Walt Disney Television Animation,3475
Walt Disney Animation Australia,3476
DisneyToon Studios,5391
Walt Disney Animation Canada,12402
Plan B Entertainment,81
Harpo Films,3298
Celador Films,3573
Cloud Eight Films,6708
Pathé,7981
Walt Disney Pictures,2
Walt Disney Television Animation,3475
Walt Disney Animation Australia,3476
DisneyToon Studios,5391
Ghost House Pictures,768
Senator International,830
Screen Gems,3287
Pacific Renaissance Pictures Ltd.,7893
TriStar Pictures,559
Hyde Park Films,1172
Offspring Entertainment,2378
Walt Disney Pictures,2
Dark Castle Entertainment,1786
Studio Babelsberg StudioBabelsberg Motion Pictures,4252
Don Carmody Productions,4253
Studio Canal,5870
Sunswept Entertainment,5219
Warner Bros.,6194
Metro-Goldwyn-Mayer (MGM),8411
Reel Chefs Catering,83397
Twentieth Century Fox Film Corporation,306
Regency Enterprises,508
New Regency Pictures,10104
Paul Schiff Productions,23596
Universal Pictures,33
Participant Media,6735
Anonymous Content,10039
Rocklin / Faust,42421
First Look Media,75807
Screen Gems,3287
Overbrook Entertainment,12485
Columbia Pictures Corporation,441
Ghost House Pictures,768
Vertigo Entertainment,829
Twentieth Century Fox Film Corporation,306
Orion Pictures,41
Nelson Entertainment,365
Universal Pictures,33
Morgan Creek Productions,10210
Walt Disney Productions,3166
This Is That Productions,10059
Focus Features,10146
Twins Financing,20899
Smokehouse Pictures,22695
Greenlit Rights,72503
Q Productions,4729
Esparza / Katz Productions,9313
Regency Enterprises,508
Road Rebel,2648
Paramount Vantage,838
Media Rights Capital,2531
Anonymous Content,10039
Central Films,11258
Spring Creek Productions,705
21 Laps Entertainment,2575
Warner Bros.,6194
Scott Rudin Productions,258
Goodspeed Productions,3534
Paramount Pictures,4
Scott Rudin Productions,258
Nu Image Films,925
Lions Gate,6644
Regency Enterprises,508
New Regency Pictures,10104
Dimension Films,7405
Paramount Pictures,4
Malpaso Productions,171
Alan Jay Lerner Productions,12049
Focus Features,10146
Columbia Pictures,5
Affirm Films,10156
LD Entertainment,10285
Patrick Aiello Productions,59827
Village Roadshow Pictures,79
NPV Entertainment,172
Dark Castle Entertainment,1786
Warner Bros.,6194
Ghost Ship Films Pty. Ltd.,53238
New Line Cinema,12
Mandate Pictures,771
Columbia Pictures,5
Mandalay Entertainment,1236
Screen Gems,3287
Miramax Films,14
Marv Films,5374
Pioneer Pictures,9217
Buena Vista,32
Touchstone Pictures,9195
Intermedia Films,763
Alcon Entertainment,1088
Kadokawa Pictures,2073
Equity Pictures Medienfonds GmbH & Co. KG IV,20363
Paramount Pictures,4
Atlas Entertainment,507
Mosaic Media Group,748
Omnilab Media,2729
Relativity Media,7295
Skyline (Baker St),37774
Anonymous Content,10039
This Is That Productions,10059
Focus Features,10146
Oops Doughnuts Productions,5698
Touchstone Pictures,9195
Frontier Pictures,11837
Fox Searchlight Pictures,43
Regency Enterprises,508
Dune Entertainment III,6332
Emmett/Furla Films,10405
Universal Pictures,33
Big Talk Productions,443
Focus Features,10146
Working Title Films,10163
Virtual Studios,449
Jerry Weintraub Productions,2596
Warner Bros.,6194
Lionsgate,1632
Furst Films,3135
Pictures in Paradise,3207
Pacific Film and Television Commission,4024
Australian Film Finance Corporation (AFFC),8724
DreamWorks SKG,27
Mosaic,54634
Dune Entertainment,444
Regency Enterprises,508
Fox 2000 Pictures,711
DiNovi Pictures,813
Dune Entertainment III,6332
Blossom Films,32537
Spyglass Entertainment,158
Hollywood Pictures,915
Endgame Entertainment,1205
Wonderland Sound and Vision,4022
Pathe,7396
Metro-Goldwyn-Mayer (MGM),8411
Lions Gate Family Entertainment,6574
Relativity Media,7295
Crest Animation Productions,21234
"Screen Gems, Inc.",127
Spyglass Entertainment,158
Touchstone Pictures,9195
Kaltenbach Pictures,62367
Warner Bros. Pictures,174
The Rank Organisation,364
Columbia Pictures Corporation,441
Lionsgate,1632
Allison Shearmur Productions,47706
Keep Your Head,79963
New Line Cinema,12
Groundswell Productions,4205
Axon Films,21106
Columbia Pictures,5
Largo Entertainment,1644
JVC Entertainment Networks,4248
Film Office,23893
Spooky Tooth Productions,23894
Storm King Productions,23895
Paramount Pictures,4
Universal Pictures,33
Shamley Productions,10717
Lionsgate,1632
New Wave Entertainment,2953
Management 360,4220
Terra Firma Films,7948
Superfinger Entertainment,12020
Universal Pictures,33
Fake Empire,13204
Bluegrass Films,13778
Universal Pictures,33
Morgan Creek Productions,10210
Twentieth Century Fox Film Corporation,306
Warner Bros.,6194
Caravan Pictures,175
Hollywood Pictures,915
Columbia Pictures,5
Happy Madison Productions,2608
Sunlight Productions,3800
Relativity Media,7295
Madison 23,11708
Paramount Vantage,838
River Road Entertainment,1246
Art Linson Productions,8769
Into the Wild,41051
Dimension Films,7405
Davis-Films,342
Konami Corporation Ltd.,343
A Band Apart,59
Dimension Films,7405
Los Hooligans Productions,11705
Miramax,53009
Walt Disney Pictures,2
Paramount Pictures,4
Egg Pictures,802
PolyGram Filmed Entertainment,1382
Columbia Pictures,5
Walt Disney Pictures,2
DreamWorks SKG,27
MacDonald/Parkes Productions,384
Sidney Kimmel Entertainment,737
Neal Street Productions,1522
China Film Co-Production Corporation,2269
Wonderland Films,2299
Participant Media,6735
Ebeling Group,11392
Beijing Happy Pictures Cultural Communications Co.,11553
Kite Runner Holdings,29031
This Is That Productions,10059
Y Productions,10887
Mediana Productions Filmgesellschaft,10888
Icon Productions,152
Twentieth Century Fox Film Corporation,306
Icon Entertainment International,4564
Metro-Goldwyn-Mayer (MGM),8411
David Ladd Films,21447
Columbia Pictures,5
The Weinstein Company,308
Paramount Vantage,838
George Stevens Productions,13579
Ingenious Media,290
Gran Via Productions,2605
IM Global,7437
STX Entertainment,47729
Route One Entertainment,80834
Union Investment Partners,88607
SITE Productions,88608
Willie's Movies,88609
Grosvenor Park Media Ltd.,2053
LionsGate,7571
3 in the Box,19248
Screen Gems,3287
Stars Road Entertainment,8931
Farah Films & Management,11249
Buckaroo Entertainment,11250
Regency Enterprises,508
Taurus Films,897
Polar Productions,3415
Warner Bros.,6194
Regency Enterprises,508
Contrafilm,1836
New Regency Pictures,10104
Canal+,5358
EuropaCorp,6896
Ciné+,10611
Columbia Pictures,5
Castle Rock Entertainment,97
NPV Entertainment,172
DreamWorks Pictures,7293
Baltimore Spring Creek Productions,16061
Nu Image / Millennium Films,25473
Lakeshore Entertainment,126
Lionsgate,1632
Radical Media,11152
Miramax Films,14
Gener8Xion Entertainment,3957
Miramax Films,14
Intermedia Films,763
Mirage Enterprises,932
Paramount Pictures,4
Escape Artists,1423
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,11930
Miramax Films,14
Amen Ra Films,421
DreamWorks SKG,27
Spyglass Entertainment,158
Pariah,11733
The Mark Gordon Company,1557
Fox Atomic,2890
20th Century Fox Home Entertainment,3635
WWE Studios,10339
Midnight Sun Pictures,17887
Hammer Film Productions,1314
EFTI,3576
Exclusive Media Group,11448
Overture Films,12807
TriStar Pictures,559
Sheen Productions,27085
Ben-Ami/Leeds Productions,37015
New Line Cinema,12
Partizan,1784
Focus Features,10146
Worldview Entertainment,9015
Anonymous Content,30420
MadRiver Pictures,73493
Sierra Pictures,78595
Surefire Capital,78596
Fine Line Features,8
Village Roadshow Pictures,79
Warner Bros.,6194
Double Feature Films,215
PeaPie Films,32243
3 Arts Entertainment,36390
Paramount Pictures,4
Miramax Films,14
Twentieth Century Fox Film Corporation,306
Dune Entertainment,444
Baldwin Entertainment Group,2234
Hyde Park Entertainment,13816
Brass Hat Films,13817
Miramax Films,14
Hollywood Gang Productions,2994
Radar Pictures,14718
Crystal Sky Worldwide,4077
Triumph Films,23098
New Line Cinema,12
New Line Cinema,12
Universal Pictures,33
Universal Pictures,33
Ghoulardi Film Company,178
Warner Bros.,6194
IAC Films,93105
Screen Gems,3287
Mpower Pictures,5294
Open Road Films,10427
Overnight Films,10808
AR Films,11005
Aldamisa Entertainment,11006
Demarest Films,13241
1821 Pictures,14358
Quick Draw Productions,25608
New Line Cinema,12
Hard Eight Pictures,48772
Paramount Pictures,4
Happy Madison Productions,2608
Pelican Productions LLC,3251
Newmarket Capital Group,506
Goldwyn Films,720
The Greenlight Fund,821
Thin Man Films,10100
Metanoia Films,7075
Santa Fé Films,90508
Recorded Pictures Company,470
The Movie Network,808
Millbrook Pictures,2728
Prospero Pictures,2844
Lago Film,19245
Dangerous Method Film AG,78702
Thousand Words,380
Warner Independent Pictures (WIP),11509
Detour Filmproduction,11510
Section Eight Productions,14315
Fox 2000 Pictures,711
Walden Media,10221
Boll Kino Beteiligungs GmbH & Co. KG,1062
Brightlight Pictures,1063
Herold Productions,1064
Lionsgate,1632
Infogrames Entertainment,2998
Summit Entertainment,491
Goldsmith-Thomas Productions,2454
Walden Media,10221
Fine Line Features,8
New Line Cinema,12
Lou Yi Inc.,839
Academy Films,54030
March Entertainment,54031
Participant Media,6735
Imagenation Abu Dhabi FZ,6736
FilmNation Entertainment,7493
Before the Door Pictures,14861
Washington Square Films,14862
A24,41077
Old Bull Pictures,53656
Rhombus Media,164
Damberger Film & Cattle Co,16193
Whizbang Films,17457
Bell Broadcast and New Media Fund,22481
Universal Pictures,33
Spyglass Entertainment,158
Strike Entertainment,655
Intermittent Productions,8849
Endgame Entertainment,1205
Rising Star,1208
Killer Films,1422
John Wells Productions,1512
Dreamachine,2506
Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),7416
Grey Water Park Productions,14737
John Goldwyn Productions,17594
Wells Productions,72153
Summit Entertainment,491
Intrepid Pictures,1224
Film Rites,8083
Galavis Film,8084
Picture Machine,8085
"Fria Luz Del Dia, A.I.E.",23625
The Weinstein Company,308
Summit Entertainment,491
Endgame Entertainment,1205
Likely Story,1785
Miramax Films,14
Studio Ghibli,10342
Nibariki,12516
Nippon Television Network (NTV),20192
EMI Films,8263
Autonomous,2326
UK Film Council,2452
Surefire Film Productions,3205
Pictures in Paradise,3207
Pacific Film and Television Commission,4024
Film Consortium,20455
National Lottery through UK Film Council,20456
Paul Schiff Productions,23596
Anthem Productions,50496
Paramount Pictures,4
Dimension Films,7405
Blue Tulip Productions,35304
Australian Film Finance Corporation,1380
Zero Fiction Film,9206
Ming Productions,74695
Bluewater Pictures,78322
Cheerland Entertainment Organization,86061
Miramax Films,14
Industry Entertainment,376
Plan B Entertainment,81
Jolie Pas,39443
Pellikola,73249
Bandai Visual Company,528
Sunrise,3153
Studio 4°C,11671
Bristol Bay Productions,2233
Baldwin Entertainment Group,2234
Crusader Entertainment,2978
Independent Film Channel,4059
Peter Newman/Interal,23359
The Weinstein Company,308
Tig Productions,335
Majestic Films International,2630
Warner Bros.,6194
Newcomm,38178
RCS,60546
Columbia Pictures Film Production Asia,2798
Gaumont,9
Canal+,5358
France 3 Cinema,16804
Centre National de la Cinématographie (CNC),18367
Hyde Park Films,1172
platinum studios,7218
Long Distance Films,7219
Miramax Films,14
Touchstone Pictures,9195
The Weinstein Company,308
Himenóptero,784
First Generation Films,4908
Mod Producciones,5444
FilmNation Entertainment,7493
Telefónica Studios,29564
Visualizer Film Productions,2921
Taewon Entertainment,3965
Icon Productions,152
Infinity Features Entertainment,212
Irish Dreamtime,597
Icon Entertainment International,4564
Canadian Film or Video Production Tax Credit (CPTC),8582
Province of British Columbia Film Incentive BC,11567
Butterfly Productions,11568
Chum Television,11569
Industrial Development Corporation of South Africa,564
120dB Films,5113
The Department of Trade and Industry of South Africa,10884
Cinema Management Group,25032
The National Film and Video Foundation of SA,25033
Wonderful Works,25034
Triggerfish Animation,33805
Camphor Cinema,82667
"Weinstein Company, The",7289
La Piedra Films,52064
Fuego Films,52065
Epicentral Studios,52066
Nu Image Films,925
Winkler Films,8880
Millennium Films,10254
Survivor Productions,54409
Grindstone Entertainment Group,3604
Cheetah Vision,5830
K5 International,6715
Paradox Entertainment,6819
Emmett/Furla Films,10405
Picture Perfect Corporation,27993
Court Five,30023
Envision Entertainment,31832
Valentina Films,31833
Emotion Pictures,741
The Mark Gordon Company,1557
Class 5 Films,2297
Yari Film Group,2448
Warner China Film HG Corporation,7999
Stratus Film Co.,11027
WIP,12259
Bob Yari Productions,12260
The Colleton Company,12261
Dragon Studios,12262
Nouvelles Éditions de Films (NEF),753
Degeto Film,986
Constantin Film Produktion,5755
Westdeutscher Rundfunk (WDR),7025
Norddeutscher Rundfunk (NDR),7201
Bayerischer Rundfunk (BR),7333
Dune Films,19477
G.T. Film Production,73872
Tig Productions,335
Majestic Films International,2630
Columbia Pictures,5
Mosaic Media Group,748
Universal Pictures Corporation,42
Gaylord Films,5367
Warner Bros.,6194
Dylan Sellers Productions,8807
Clifford Werber Productions,46051
Woods Entertainment,979
Dimension Films,7405
Columbia Pictures Corporation,441
Dark Castle Entertainment,1786
Warner Bros.,6194
13 Ghosts Productions Canada Inc.,23503
Hawk Films,88
Warner Bros.,6194
Peregrine,11272
Universal Pictures,33
Amblin Entertainment,56
U-Drive Productions,20448
Dark Castle Entertainment,1786
Warner Bros.,6194
Lions Gate Films,35
Cinestyle Media Group,74413
Mandate Pictures,771
Bona Fide Productions,2570
Echo Films,7382
Twentieth Century Fox Film Corporation,306
Robert Simonds Productions,3929
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352
Corrino Media Corporation,7178
Corsan,7299
Staccato Films,7300
Destination Films,769
Isle of Man Film,2268
Britt Allcroft Productions,37618
Penn Station Entertainment,4916
Participant Media,6735
Imagenation Abu Dhabi FZ,6736
Overture Films,12807
Studio Ghibli,10342
Focus Films,1268
Sil-Metropole Organisation,5686
Edko Films,10284
Dino De Laurentiis Company,10308
Studio Babelsberg,264
Fox 2000 Pictures,711
Sunswept Entertainment,5219
"Summit Entertainment, LLC",3250
Alloy Entertainment,10067
Goldcrest Pictures,11843
Universal Pictures,33
Spyglass Entertainment,158
Octagon Films,1266
BenderSpink,6363
Birnbaum / Barber Productions,58262
Paramount Pictures,4
Samuel Bronston Productions,10253
Imagine Entertainment,23
Rogue Pictures,134
Relativity Media,7295
Internationale Filmproduktion Blackbird Dritte,19855
Gran Via Productions,2605
Walden Media,10221
Lemodeln Model & Talent Agency,59391
Warner Bros. Family Entertainment,3592
Fine Line Features,8
CiBy 2000,7832
Sandcastle 5 Productions,37163
Likely Story,1785
Platinum Dunes,2481
Dimension Films,7405
Metro-Goldwyn-Mayer (MGM),8411
Radar Pictures,14718
Beverly Detroit,267
Propaganda Films,278
Clinica Estetico,1274
Intermedia,8856
Good Machine,10565
Magnet Productions,23227
Universal Pictures,33
Atmosphere Entertainment MM,2995
Romero-Grunwald Productions,55518
Exception Wild Bunch,55519
Sun Entertainment Culture,20542
Universe Entertainment,20543
Universal Pictures,33
Summit Entertainment,491
Rhino Films,1591
Fear and Loathing LLC,53460
Shark Productions,53461
Media Rights Capital,2531
Lin Pictures,2723
Warner Bros.,6194
