name,id
Revolution Studios,497
Screen Gems,3287
Stars Road Entertainment,8931
Buckaroo Entertainment,11250
Michael De Luca Productions,11370
TOKYOPOP,22641
DreamWorks Animation,521
Paramount Pictures,4
Impact Pictures,248
Golar Productions,2484
Universal Pictures,33
Spyglass Entertainment,158
Shady Acres Entertainment,159
Gran Via Productions,2605
Kalima Productions GmbH & Co. KG,7385
NDE Productions,20352
Universal Pictures,33
Davis-Films,342
Signature Pictures,2982
Linson Entertainment,4700
Art Linson Productions,8769
Millennium Films,10254
Equity Pictures Medienfonds GmbH & Co. KG III,10885
Nu Image Entertainment GmbH,22443
Ingenious Film Partners,289
Electric Entertainment,3241
Skydance Productions,6277
Flyboys Films,6362
DreamWorks SKG,27
United Artists,60
Metro-Goldwyn-Mayer (MGM),8411
Hammerhead Productions,20375
Screenland Pictures,23587
Village Roadshow Pictures,79
Weed Road Pictures,433
Warner Bros.,6194
Constantin Film Produktion,5755
Don Carmody Productions,22656
Unique Features,60746
Mr. Smith Productions,60747
Twentieth Century Fox Film Corporation,306
Dune Entertainment,444
Regency Enterprises,508
Guy Walks into a Bar Productions,2645
Deep River Productions,2646
Friendly Films (II),81136
Vertigo Entertainment,829
Touchstone Pictures,9195
Post No Bills Films,49696
Pandemonium Productions,49697
Imagine Entertainment,23
Universal Pictures,33
New Line Cinema,12
Internationale Filmproduktion Blackbird Erste,20360
DC Comics,429
Lionsgate,1632
Odd Lot Entertainment,3263
Media Magik Entertainment,5627
Dark Lot Entertainment,7375
Continental Entertainment Group (CEG),7376
Lionsgate,1632
Mad Chance,1757
OddLot Entertainment,36209
Huayi Brothers Media,39649
Boll Kino Beteiligungs GmbH & Co. KG,1062
Brightlight Pictures,1063
Herold Productions,1064
Mandalay Pictures,551
CP Medien AG,5521
Camelot Pictures,11728
Networxx - Film Management,26107
Mel's Cite du Cinema,54502
Filmko Pictures,9175
Lawrence Bender Productions,2253
Marty Katz Productions,12552
Twentieth Century Fox Film Corporation,306
Marvel Entertainment,7505
The Donners' Company,11307
TSG Entertainment,22213
Kinberg Genre,78091
Caravan Pictures,175
Touchstone Pictures,9195
Village Roadshow Pictures,79
Malpaso Productions,171
Warner Bros.,6194
RatPac-Dune Entertainment,41624
Mad Chance Productions,57408
22 & Indiana Pictures,57409
Columbia Pictures,5
Village Roadshow Pictures,79
Original Film,333
Sony Pictures Animation,2251
Sony Pictures Entertainment (SPE),7431
Scholastic Entertainment,30246
LStar Capital,34034
DreamWorks SKG,27
UIP,135
MacDonald/Parkes Productions,384
Universal Pictures,33
Amblin Entertainment,56
TriStar Pictures,559
Carolco Pictures,14723
Universal Pictures,33
Casey Silver Productions,877
Outlaw Productions (I),19507
Smokehouse Pictures,22695
Happy Madison Productions,2608
Columbia Pictures,5
Castle Rock Entertainment,97
Relativity Media,7295
Banter,45726
Twentieth Century Fox Film Corporation,306
Regency Enterprises,508
21 Laps Entertainment,2575
Wild West Picture Show Productions,2796
TSG Entertainment,22213
Impact Pictures,248
Davis-Films,342
Constantin Film Produktion,5755
Lucasfilm,1
Twentieth Century Fox Film Corporation,306
Partnership Pictures,22883
Regency Enterprises,508
Monarchy Enterprises B.V.,676
Kopelson Entertainment,824
Warner Bros.,6194
New Regency Pictures,10104
Taurus Film,20555
Columbia Pictures,5
Happy Madison Productions,2608
Relativity Media,7295
Universal Pictures,33
New Line Cinema,12
Contrafilm,1836
Firm Films,1838
Columbia Pictures,5
Imagenation Abu Dhabi FZ,6736
Marvel Entertainment,7505
Marvel Knights,11106
Hyde Park Entertainment,13816
Crystal Sky Pictures,20241
Michael De Luca Productions,27551
Miramax Films,14
Universal Pictures,33
Walt Disney Pictures,2
Spyglass Entertainment,158
Metro-Goldwyn-Mayer (MGM),8411
Mandeville Films,10227
WWE Studios,10339
Hyde Park Entertainment,13816
Burke/Samples/Foster Productions,23938
Cub Eight Productions,23940
Paramount Pictures,4
Dune Entertainment,444
Regency Enterprises,508
Fox 2000 Pictures,711
Bagdasarian Productions,10930
DreamWorks SKG,27
Universal Pictures,33
Tribeca Productions,11391
Nancy Tenenbaum Films,41248
Walt Disney Pictures,2
Walt Disney Feature Animation,10217
Warner Bros.,6194
Dovemead Films,51861
Film Export A.G.,51862
Imagine Entertainment,23
Universal Pictures,33
Columbia Pictures Corporation,441
Overbrook Entertainment,12485
Walt Disney Pictures,2
Mandeville Films,10227
Universal Pictures,33
Zide-Perry Productions,3169
LivePlanet,7161
Loumolo & Co.,52942
Columbia Pictures,5
Twentieth Century Fox Film Corporation,306
Dune Entertainment,444
21 Laps Entertainment,2575
Universal Pictures,33
Amblin Entertainment,56
The Harvey Entertainment Company,11098
Columbia Pictures,5
Village Roadshow Pictures,79
Escape Artists,1423
Mace Neufeld Productions,2767
LStar Capital,34034
Lonetree Entertainment,41096
Red Om Films,2455
Hollywood Pictures,915
Don Simpson/Jerry Bruckheimer Films,10288
Columbia Pictures Corporation,441
Escape Artists,1423
Relativity Media,7295
Overbrook Entertainment,12485
Imagine Entertainment,23
Touchstone Pictures,9195
Warner Bros.,6194
Baltimore Pictures,11407
Atlas Entertainment,507
Regency Enterprises,508
Monarchy Enterprises B.V.,676
Warner Bros.,6194
Taurus Film,20555
Miramax Films,14
A Band Apart,59
Super Cool ManChu,39121
Universal Pictures,33
Miramax Films,14
A Band Apart,59
Super Cool ManChu,39121
Warner Bros.,6194
Universal Pictures,33
Spyglass Entertainment,158
Roger Birnbaum Productions,961
Touchstone Pictures,9195
Silver Pictures,1885
Warner Bros.,6194
Twentieth Century Fox Film Corporation,306
Dune Entertainment,444
Davis Entertainment,1302
Dune Entertainment III,6332
Casey Silver Productions,877
China Film Co-Production Corporation,2269
Huayi Brothers,3393
Relativity Media,7295
Reel FX Creative Studios,2787
Relativity Media,7295
Twentieth Century Fox Film Corporation,306
Brandywine Productions,19747
Hollywood Pictures,915
Cinergi Pictures Entertainment,1504
United Artists,60
FGM Entertainment,2347
Constellation Films,457
Paramount,6033
The Weinstein Company,308
StudioCanal,694
TF1 Films Production,3823
Canal+,5358
Heyday Films,7364
Ciné+,10611
Anton Capital Entertainment (ACE),20664
TF1,22123
Amazon Prime Instant Video,58773
Ingenious Film Partners,289
Ingenious Media,290
Twentieth Century Fox Film Corporation,306
Dune Entertainment,444
21 Laps Entertainment,2575
Dune Entertainment III,6332
Big Screen Productions,10893
Down Productions,37336
Lakeshore Entertainment,126
Alphaville Films,11462
Spyglass Entertainment,158
Touchstone Pictures,9195
Twentieth Century Fox Film Corporation,306
Conundrum Entertainment,1156
New Line Cinema,12
Donners' Company,431
Mosaic Media Group,748
Road Rebel,2648
Columbia Pictures,5
Aardman Animations,297
Sony Pictures Animation,2251
Imagine Entertainment,23
Malpaso Productions,171
Relativity Media,7295
Twentieth Century Fox Film Corporation,306
Chicago Pacific Entertainment,2377
"Zanuck Company, The",20004
TriStar Pictures,559
Mandalay Entertainment,1236
Odyssey Entertainment,3539
Warner Bros.,6194
Scion Films,7419
Really Useful Films,38504
Universal Pictures,33
StudioCanal,694
Working Title Films,10163
Paramount Pictures,4
Lakeshore Entertainment,126
MTV Films,746
Colossal Pictures,6041
Valhalla Motion Pictures,11533
MTV Productions,11534
Warner Bros. Pictures,174
Turner Pictures,1765
Antietam Filmworks,17462
Metro-Goldwyn-Mayer (MGM),8411
Rysher Entertainment,11661
Paramount Pictures,4
Di Bonaventura Pictures,435
Nickelodeon Movies,2348
Goldcrest Pictures,11843
Internationale Filmproduktion Stella-del-Sud Third,89562
Buena Vista,32
Disney,6421
Studio Canal,5870
Working Title Films,10163
Tracy Films,12362
Bedford Falls Productions,348
Gerber Pictures,975
2003 Productions,1232
TF1 Films Production,3823
Canal+,5358
Warner Bros.,6194
Région Ile-de-France,11246
Tapioca Films,12000
Centre National de la Cinématographie (CNC),18367
Région Bretagne,20346
Région Poitou-Charentes,76911
Seven Arts Productions,516
Allied Artists,517
Transworld Pictures,518
Universal Pictures,33
New Line Cinema,12
Amen Ra Films,421
Milk & Honey,5611
Imaginary Forces,11321
Justin Pictures,11322
Linovo Productions GmbH & Co. KG,11323
Pacific Title and Art Studio,11324
Marvel Enterprises,19551
Columbia Pictures,5
Escape Artists,1423
Relativity Media,7295
Overbrook Entertainment,12485
Dark Castle Entertainment,1786
After Dark Films,3608
IM Global,7437
Automatik Entertainment,7625
Silver Reel,12075
EMJAG Productions,14654
Millar Gough Ink,20356
Headshot Films,25876
Paramount Pictures,4
Paramount Pictures,4
Cruise/Wagner Productions,44
Vinyl Films,485
KMP Film Invest,20157
Universal Pictures,33
Kaplan/Perrone Entertainment,11844
MMCB Film Produktion 2004,59957
Warner Bros.,6194
Dovemead Films,51861
Film Export A.G.,51862
City Light Films,136
Revolution Studios,497
Casey Silver Productions,877
Columbia Pictures Corporation,441
Rising Star,1208
Relativity Media,7295
Phoenix Pictures,11317
VIP 4 Medienfonds,23238
Paramount Pictures,4
Scott Rudin Productions,258
Twentieth Century Fox Film Corporation,306
Fox Animation Studios,11231
Fox Family Films,11232
The Big Gun Project,11233
Little Wolf Entertainment,11234
Bazmark Films,240
Twentieth Century Fox Film Corporation,306
Paramount Pictures,4
Infinitum Nihil,2691
Head Gear Films,5056
Cross Creek Pictures,10246
Free State Pictures,40106
RatPac-Dune Entertainment,41624
Le Grisbi Productions,47169
Vendian Entertainment,50481
DreamWorks SKG,27
Amblin Entertainment,56
Malpaso Productions,171
Warner Bros.,6194
"Film Department, The",5257
Evil Twins,5802
Warp Films,12180
Big Talk Productions,443
Yer Dead Productions,6869
"Weinstein Company, The",7289
Dimension Films,7405
Troublemaker Studios,10807
Dartmouth International,15762
Eyetronics,15763
Rodriguez International Pictures,15764
Harpo Films,3298
Touchstone Pictures,9195
Village Roadshow Pictures,79
Lonely Film Productions GmbH & Co. KG.,430
Deuce Three Productions,812
DiNovi Pictures,813
Warner Bros.,6194
Kemp Company,367
Splendid Pictures,368
Parkes/MacDonald Productions,11084
Columbia Pictures,5
Annapurna Pictures,13184
First Light Production,20344
Universal Pictures,33
Mosaic Media Group,748
Wild West Picture Show Productions,2796
Universal Pictures,33
Internationale Filmproduktion Richter,2655
Playtone,4171
Relativity Media,7295
Littlestar,34441
New Line Cinema,12
Karz Entertainment,4194
Rice Films,60018
Village Roadshow Pictures,79
Gerber Pictures,975
Warner Bros.,6194
WV Films III,12202
Fox 2000 Pictures,711
Phoenix Pictures,11317
Geisler-Roberdeau,23660
Universal Pictures,33
Original Film,333
Relativity Media,7295
Big Kid Pictures,8406
Mutual Film Company,762
Universal Pictures,33
Légende Entreprises,10898
Syalis DA,11583
De Fina-Cappa,11584
Apipoulaï,1076
M6 Films,1115
Canal+,5358
TPS Star,6586
Grive Productions,6877
EuropaCorp,6896
M6,11261
W9,34774
Metro-Goldwyn-Mayer (MGM),8411
Twentieth Century Fox Film Corporation,306
Conundrum Entertainment,1156
Paramount Pictures,4
Nickelodeon Movies,2348
Paramount Animation,24955
Regency Enterprises,508
New Regency Pictures,10104
Corduroy Films,18479
All Lit Up Productions,89633
Summit Entertainment,491
Maverick Films,4000
Imprint Entertainment,5218
Sunswept Entertainment,5219
Temple Hill Entertainment,12292
DreamWorks SKG,27
Pacific Data Images (PDI),520
DreamWorks Animation,521
Universal Pictures,33
Media Rights Capital,2531
Gambit Pictures,6933
Electric Shepherd Productions,11834
Warner Bros.,6194
Morgan Creek Productions,10210
Gracie Films,18
TriStar Pictures,559
Universal Pictures,33
Media Rights Capital,2531
Fuzzy Door Productions,8789
Gracie Films,18
TriStar Pictures,559
Universal Pictures,33
Bungalow 78 Productions,369
Blue Wolf,10230
Farrell/Minoff,10231
Paramount Pictures,4
Gary Sanchez Productions,4740
Apatow Productions,10105
New Line Cinema,12
Columbia Pictures Corporation,441
Out of the Blue... Entertainment,879
Happy Madison Productions,2608
Paramount Pictures,4
Amblin Entertainment,56
Bad Robot,11461
K/O Camera Toys,23300
Jersey Films,216
Paramount Pictures,4
Columbia Pictures,5
Original Film,333
Media Rights Capital,2531
Metro-Goldwyn-Mayer (MGM),8411
Cannell Studios,9194
LStar Capital,34034
33andOut Productions,34035
JHF Productions,34036
Geffen Pictures,360
Village Roadshow Pictures,79
The Zanuck Company,80
Heyday films,437
Warner Bros.,6194
New Line Cinema,12
Universal Pictures,33
Bluegrass Films,13778
Principato-Young Entertainment,37845
Columbia Pictures,5
1492 Pictures,436
Paramount Pictures,4
Gary Sanchez Productions,4740
Red Granite Pictures,19177
Walt Disney Pictures,2
Marc Platt Productions,2527
Lucamar Productions,17021
Imagine Entertainment,23
Universal Pictures,33
40 Acres & A Mule Filmworks,4319
Paramount Pictures,4
Icon Entertainment International,4564
Paramount Pictures,4
"Kennedy/Marshall Company, The",7383
Twentieth Century Fox Film Corporation,306
Dune Entertainment,444
Vinyl Films,485
LBI Entertainment,8518
Summit Entertainment,491
Mystery Clock Cinema,908
Escape Artists,1423
Goldcrest Pictures,11843
Kaplan/Perrone Entertainment,11844
Wintergreen Productions,11845
Paramount Pictures,4
Scott Rudin Productions,258
Failure to Launch Productions,84423
DreamWorks,7
BenderSpink,6363
Parkes+MacDonald Image Nation,49325
Warner Bros.,6194
Twentieth Century Fox Film Corporation,306
Davis Entertainment,1302
Twentieth Century Fox Animation,11749
Columbia Pictures,5
1492 Pictures,436
Revolution Studios,497
Columbia Pictures,5
Scott Rudin Productions,258
Kopelson Entertainment,824
Punch Productions,2154
Warner Bros.,6194
Arnold Kopelson Productions,16775
StudioCanal,694
Silver Pictures,1885
TF1 Films Production,3823
Canal+,5358
Anton Capital Entertainment (ACE),20664
TF1,22123
LOVEFiLM International,26387
Walt Disney Pictures,2
Gunn Films,3538
Studio Babelsberg,264
DC Comics,429
Virtual Studios,449
Anarchos Productions,450
Silver Pictures,1885
Warner Bros.,6194
Medienboard Berlin-Brandenburg,7307
Fünfte Babelsberg Film,23889
Spyglass Entertainment,158
Touchstone Pictures,9195
Birnbaum / Barber Productions,58262
Jackie Chan Films Limited,58263
All Knight Productions,58264
Imagine Entertainment,23
Universal Pictures,33
Universal Animation Studios,5556
Walt Disney Pictures,2
Robert Simonds Productions,3929
Village Roadshow Pictures,79
NPV Entertainment,172
Regency Enterprises,508
Kopelson Entertainment,824
Epsilon Motion Pictures,1171
New Regency Pictures,10104
Furthur Films,33433
Paramount Pictures,4
Studio Babelsberg,264
MTV Films,746
Gary Sanchez Productions,4740
Metro-Goldwyn-Mayer (MGM),8411
Deutsche Filmförderfonds (DFFF),11238
Regency Enterprises,508
Fox 2000 Pictures,711
Epsilon Motion Pictures,1171
Unfaithful Filmproduktion GmbH & Co. KG,58248
DreamWorks SKG,27
Reliance BIG Entertainment,6733
Bay Films,6734
Touchstone Pictures,9195
Section Eight,129
Warner Bros.,6194
Participant Media,6735
FilmWorks,7786
4M,20665
MID Foundation,20666
Paramount Pictures,4
3 Arts Entertainment,787
Bay Films,6734
Latina Pictures,19108
Dune Films,19477
Twentieth Century Fox Film Corporation,306
Reel FX Creative Studios,2787
Twentieth Century Fox Animation,11749
Chatrone,79031
Village Roadshow Pictures,79
Thunder Road Pictures,3528
Warner Bros.,6194
Beacon Pictures,10157
Jon Shestack Productions,10991
Columbia Pictures,5
Castle Rock Entertainment,97
Malpaso Productions,171
Caravan Pictures,175
Hollywood Pictures,915
First Independent Films,1643
Largo Entertainment,1644
Scott Free Productions,1645
Trap-Two-Zero Productions,1646
PolyGram Filmed Entertainment,1382
A&B Producoes,1519
Popaganda Films,10164
Silent Hill DCP Inc.,341
Davis-Films,342
TriStar Pictures,559
Konami,55914
Warner Bros.,6194
Universal Pictures,33
Regency Enterprises,508
Warner Bros.,6194
New Line Cinema,12
Village Roadshow Pictures,79
Broken Road Productions,8000
RatPac-Dune Entertainment,41624
Paramount Pictures,4
Eddie Murphy Productions,30
Amblin Entertainment,56
Warner Bros.,6194
Village Roadshow Pictures,79
Warner Bros.,6194
Big Kid Pictures,8406
Team Downey,27467
DreamWorks SKG,27
Impact Pictures,248
Constantin Film Ltd.,53530
Miramax Films,14
Universal Pictures,33
Studio Canal,5870
Working Title Films,10163
Atlantic Television,11357
Little Bird,11358
Original Film,333
Monarch Pictures,966
Metro-Goldwyn-Mayer (MGM),8411
Warner Bros.,6194
Troublemaker Studios,10807
Figment Films,359
Touchstone Pictures,9195
Beacon Pictures,10157
Mandeville Films,10227
Studio Babelsberg,264
Anarchos Productions,450
Legendary Pictures,923
Dark Castle Entertainment,1786
Silver Pictures,1885
Warner Bros.,6194
Medienboard Berlin-Brandenburg,7307
Deutsche Filmförderfonds (DFFF),11238
Rocklock Films,69582
Universal Pictures,33
Beacon Pictures,10157
Columbia Pictures,5
Castle Rock Entertainment,97
Twentieth Century Fox Film Corporation,306
Amblin Entertainment,56
Malpaso Productions,171
Warner Bros.,6194
"Kennedy/Marshall Company, The",7383
Castle Rock Entertainment,97
Warner Bros.,6194
Schroeder Hoffman Productions,23382
Silver Pictures,1885
Canal+,5358
Warner Bros.,6194
Dino De Laurentiis Company,10308
Donner/Shuler-Donner Productions,23397
Evansgideon/Lazar,25061
Ingenious Film Partners,289
ETIC Films,2979
Quinta Communications,6370
Dino De Laurentiis Company,10308
Zephyr Films,16923
Young Hannibal Productions,20394
Carthago Films S.a.r.l.,20395
Universal Pictures,33
Castle Rock Entertainment,97
Nick Wechsler Productions,8073
Open Road Films,10427
Silver Reel,12075
Chockstone Pictures,13649
Intermedia Films,763
Krane Entertainment,25358
Malpaso Productions,171
Warner Bros.,6194
Studio Babelsberg,264
Atlas Entertainment,507
Mosaic Media Group,748
X-Filme Creative Pool,1972
Paramount Pictures,4
Rysher Entertainment,11661
Warner Bros. Animation,2785
Touchstone Pictures,9195
American Empirical Pictures,23449
Larger Than Life Productions,1163
Vendian Entertainment,50481
Route One Films,50482
Mikona Productions GmbH & Co. KG,24
Universal Pictures,33
Intermedia Films,763
Saturn Films,831
Dirty Hands Productions,81128
Revolution Studios,497
Bel Air Entertainment,788
Vertigo Entertainment,829
Energy Entertainment,18617
RatPac-Dune Entertainment,41624
BBC Films,288
Serendipity Point Films,805
Téléfilm Canada,806
Astral Media,2743
Scion Films,7419
Focus Features,10146
Corus Entertainment,11550
Shine Pictures,16880
Kudos Film and Television,20244
Columbia Pictures Corporation,441
Mandalay Pictures,551
Metro-Goldwyn-Mayer (MGM),8411
Columbia Pictures,5
Gaumont,9
Universal Pictures,33
Stuber Productions,4403
Cliffjack Motion Pictures,8430
Morgan Creek Productions,10210
Warner Bros.,6194
Arnold Kopelson Productions,16775
Twentieth Century Fox Film Corporation,306
Hollywood Pictures,915
Cinergi Pictures Entertainment,1504
River Road Entertainment,1246
Participant Media,6735
New Line Cinema,12
Davis-Films,342
Metropolitan Filmexport,656
Scott Free Productions,1645
Domino 17521,56181
Paramount Pictures,4
Lakeshore Entertainment,126
Lionsgate,1632
Alcon Entertainment,1088
Warner Bros.,6194
Belle Pictures,32184
3 Arts Entertainment,36390
Senator Film Produktion,191
Mad Chance,1757
Warner Bros.,6194
Filmfour,6705
Scott Rudin Productions,258
Red Hour Films,12178
Shangri-La Entertainment,2265
Material,67989
Taormina Productions,78070
Columbia Pictures,5
Summit Entertainment,491
Saturn Films,831
Nu Image Films,925
Millennium Films,10254
Michael De Luca Productions,11370
Twentieth Century Fox Film Corporation,306
Hyde Park Films,1172
Columbia Pictures,5
Revolution Studios,497
Hard Eight Pictures,48772
Wonder works studios entertainment group,93580
Twentieth Century Fox Film Corporation,306
Silver Pictures,1885
Universal Pictures,33
Studio Canal,5870
Working Title Films,10163
Medienproduktion Prometheus Filmgesellschaft,12196
Portobello Studios,12197
Tightrope Pictures,12198
USA Films,987
Initial Entertainment Group (IEG),7380
"Bedford Falls Company, The",20634
Compulsion Inc.,58333
Splendid Medien AG,58334
Lucasfilm,1
Paramount Pictures,4
Universal Pictures,33
Focus Features,10146
Working Title Films,10163
Columbia Pictures,5
Media Rights Capital,2531
Sony Pictures Entertainment (SPE),7431
Alpha Core,18209
Genre Films,28788
Simon Kinberg Productions,31076
LStar Capital,34034
Ollin Studio,53638
Universal Pictures,33
Columbia Pictures Corporation,441
Hofflund/Polone,1685
Indelible Productions,7795
Village Roadshow Pictures,79
Atlas Entertainment,507
Warner Bros.,6194
Village-A.M. Partnership,23689
Coast Ridge,23690
Junger Witt Productions,23691
Summit Entertainment,491
Scott Free Productions,1645
Worldview Entertainment,9015
Paramount Pictures,4
Fireworks Pictures,3857
Alphaville Films,11462
Intermedia Films,763
Lawrence Gordon Productions,840
Pathé Pictures International,1178
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116
Miramax Films,14
Konrad Pictures,85
Twentieth Century Fox Film Corporation,306
Regency Enterprises,508
KirchMedia,73949
Orion Pictures,41
PSO International,427
Totally Independent,991
Tree Line Films,84
Lionsgate,1632
Relativity Media,7295
Yuma,10880
Twentieth Century Fox Film Corporation,306
M6 Films,1115
Canal+,5358
Grive Productions,6877
EuropaCorp,6896
Ciné+,10611
M6,11261
TSG Entertainment,22213
Taken 3,87854
Universal Pictures,33
Jersey Films,216
Columbia Pictures Corporation,441
Cracking the Earth Films,2257
Touchstone Pictures,9195
Irish Dreamtime,597
Metro-Goldwyn-Mayer (MGM),8411
Columbia Pictures,5
Orion Pictures,41
Mosfilm,5120
Creative Unit of Writers & Cinema Workers,77882
Unit Four,77883
Vanguard Films,614
Lionsgate,1632
Odyssey,1718
Nitrogen Studios Canada,46875
TriStar Pictures,559
NFH Productions,18737
TriStar Pictures,559
Columbia Pictures,5
Revolution Studios,497
Roth-Arnold Productions,1560
Section Eight,129
Alcon Entertainment,1088
Witt/Thomas Productions,1089
Paramount Pictures,4
Digital Image Associates,76068
Warner Bros.,6194
Fox 2000 Pictures,711
Imagine Entertainment,23
Universal Pictures,33
Good Films,68620
Metro-Goldwyn-Mayer (MGM),8411
Unification Church,46957
One Way Productions,46958
Universal Pictures,33
Amblin Entertainment,56
Hanna-Barbera Productions,1353
Twentieth Century Fox Film Corporation,306
M6 Films,1115
Canal+,5358
Grive Productions,6877
EuropaCorp,6896
Ciné+,10611
Dimension Films,7405
Brad Grey Pictures,10958
Village Roadshow Pictures,79
Castle Rock Entertainment,97
NPV Entertainment,172
Fortis Films,4258
New Line Cinema,12
Walden Media,10221
Walt Disney Pictures,2
Warner Bros.,6194
Regency Enterprises,508
Alcor Films,644
Warner Bros.,6194
Two Ton Films,17049
Zadan / Meron Productions,70994
Reiner / Greisman Productions,86256
Paramount Pictures,4
Mace Neufeld Productions,2767
New Line Cinema,12
Spring Creek Productions,705
BenderSpink,6363
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,12067
Alcon Entertainment,1088
Madhouse Entertainment,12199
8:38 Productions,18208
Village Roadshow Pictures,79
NPV Entertainment,172
Warner Bros.,6194
Outlaw Productions (I),19507
WV Films II,24939
DreamWorks SKG,27
Gran Via Productions,2605
Gold/Miller Productions,1607
Wayans Bros. Entertainment,1608
Dimension Films,7405
Brad Grey Pictures,10958
Walt Disney Pictures,2
New Line Cinema,12
Amen Ra Films,421
Imaginary Forces,11321
Marvel Enterprises,19551
Paramount Pictures,4
MTV Films,746
Tollin/Robbins Productions,2184
Paramount Pictures,4
Columbia Pictures Corporation,441
Middle Fork Productions,3803
Iguana Producciones,11134
Skylight Cinema Foto Art,16387
St. Tropez Films,55532
Cinema Line Film Corporation,55533
Jerry Bruckheimer Films,130
Touchstone Pictures,9195
Universal Pictures,33
DNA Films,284
StudioCanal,694
Working Title Films,10163
Walt Disney Pictures,2
Pixar Animation Studios,3
Twentieth Century Fox Film Corporation,306
Underworld Entertainment,476
Jerry Weintraub Productions,2596
Warner Bros.,6194
Iguana Producciones,11134
Regency Enterprises,508
Warner Bros.,6194
Desilu Productions,39856
Walden Productions,60537
Universal Pictures,33
Spyglass Entertainment,158
Everyman Pictures,2242
Hammer & Tongs,2243
Touchstone Pictures,9195
Twentieth Century Fox Film Corporation,306
Davis Entertainment,1302
Culver Studios,89719
Impact Pictures,248
Davis-Films,342
Constantin Film Produktion,5755
Resident Evil Productions,58249
Happy Madison Productions,2608
Karz Entertainment,4194
Warner Bros.,6194
Gulfstream Pictures,20788
Paramount Pictures,4
Universal Pictures,33
David Foster Productions,496
Turman-Foster Company,662
Paramount Pictures,4
Columbia Pictures Corporation,441
The Kennedy/Marshall Company,862
Ixtlan,4198
Relativity Media,7295
Onda Entertainment,11802
New Line Cinema,12
Universal Pictures,33
StudioCanal,694
Playtone,4171
Warner Bros.,6194
Legendary Entertainment,84419
DNA Productions,89136
Dino De Laurentiis Company,10308
Revolution Studios,497
Team Todd,598
DreamWorks SKG,27
Scott Rudin Productions,258
BBC Films,288
Neal Street Productions,1522
Evamere Entertainment,1550
Goldcrest Pictures,11843
Donners' Company,431
Cheyenne Enterprises,890
Alcon Entertainment,1088
Nu Image Entertainment GmbH,4741
Millennium Films,10254
Emmett/Furla Films,10405
Equity Pictures Medienfonds GmbH & Co. KG III,10885
16 Block Productions,10886
StudioCanal,694
M6 Films,1115
Canal+,5358
CinéCinéma,6301
Babylon,11259
Babylon Films Limited,11260
M6,11261
MNP Entreprise,20240
Warner Bros.,6194
Seagal/Nasso Productions,17825
Columbia Pictures Corporation,441
Twentieth Century Fox Film Corporation,306
Regency Enterprises,508
Josephson Entertainment,1894
New Upstairs Productions,3855
Upstairs Canada Productions,3856
Epsilon Motion Pictures,1171
Franchise Pictures,1403
Morgan Creek Productions,10210
Clyde Is Hungry Films,12263
Pledge Productions,12264
Sony Pictures,34
Gaumont Columbia Tristar Films,145
Paramount Pictures,4
Village Roadshow Pictures,79
The Ladd Company,7965
Columbia Pictures,5
Miramax Films,14
Hollywood Pictures,915
Cinergi Pictures Entertainment,1504
Studio Babelsberg,264
Runteam Ltd.,265
R.P. Productions,355
France 2 Cinéma,15671
Hollywood Pictures,915
Cinergi Pictures Entertainment,1504
Calimari Productions,45518
Rai Cinema,2683
40 Acres & A Mule Filmworks,4319
Touchstone Pictures,9195
On My Own,20341
Beijing New Picture Film Co. Ltd.,724
Virtual Studios,449
Initial Entertainment Group,704
Saturn Films,831
International Production Company,1507
Blue Star Pictures,2779
Living Films,2877
Bangkok Dangerous,2878
Touchstone Pictures,9195
New Line Cinema,12
Grosvenor Park Media Ltd.,2053
Hollywood Pictures,915
Cinergi Pictures Entertainment,1504
Universal Pictures,33
Threshold Entertainment,4174
Lions Gate Family Entertainment,6574
GK Films,3281
Warner Bros.,6194
Smokehouse Pictures,22695
Warner Bros.,6194
Columbia Pictures,5
Original Film,333
Relativity Media,7295
Madhouse Entertainment,12199
Propaganda Films,278
Warner Bros.,6194
Baltimore Pictures,11407
TriStar Pictures,559
Carolco Pictures,14723
Columbia Pictures Corporation,441
RKO Radio Pictures,6
Walt Disney Productions,3166
United Artists,60
The Criterion Collection,10932
Lakeshore Entertainment,126
Screen Gems,3287
Twentieth Century Fox Film Corporation,306
Davis Entertainment,1302
Moving Picture Company (MPC),20478
TSG Entertainment,22213
Fountainbridge Films,414
Laurence Mark Productions,415
Columbia Pictures Corporation,441
Finding Forrester Productions,50830
Columbia Pictures,5
Canal Plus,104
Current Entertainment,972
Clubdeal,2748
TF1 Films Production,3823
EuropaCorp,6896
Qian Yian International,66739
Danny the Dog Prods Ltd.,66740
Konrad Pictures,85
Paramount Pictures,4
Mirage Enterprises,932
Davis Entertainment,1302
Universal Pictures,33
Marc Platt Productions,2527
Relativity Media,7295
CBS Films,5490
Millennium Films,10254
Chartoff-Winkler Productions,12252
Scared Productions,22035
Nu Image Entertainment GmbH,22443
Columbia Pictures,5
Original Film,333
Stephen J. Cannell Productions,5585
Relativity Media,7295
Metro-Goldwyn-Mayer (MGM),8411
Bookshop Productions,282
Notting Hill Pictures,283
Working Title Films,10163
Polygram Filmed Entertainment,31080
